gene	chromosome	start	end	CNV_value
NELL1	chr11	20669551	21575686	0.0004973024510201649
NELL2	chr12	44508275	44921848	-0.0005779008786248526
NEMP1	chr12	57055643	57088063	0.00017640539255839936
NEPRO	chr3	113002444	113019861	-0.0004695229025423783
NES	chr1	156668763	156677407	7.442554915724541e-05
NETO1	chr18	72742314	72868146	-0.04047245549436178
NEURL4	chr17	7315628	7329393	-0.0831837900968406
NEUROD1	chr2	181673088	181680876	0.00010865467318467648
NEUROD2	chr17	39603536	39609777	0.17930124314049634
NEUROG2	chr4	112513516	112516180	-0.05947985058414736
NEXN	chr1	77888513	77943895	0.0006626652622370595
NF1	chr17	31094927	31382116	0.010672313811506386
NF2	chr22	29603556	29698598	0.00019704791692216856
NFAT5	chr16	69565094	69704666	0.01358975238224288
NFATC1	chr18	79395856	79529325	-0.04047245549436178
NFATC2	chr20	51386957	51562831	-0.000336274174793978
NFATC3	chr16	68084751	68229259	0.01358975238224288
NFATC4	chr14	24365673	24379604	-0.00380276823861075
NFE2L1	chr17	48048329	48061545	0.055925875743425474
NFE2L2	chr2	177227595	177392697	0.00010865467318467648
NFE2L3	chr7	26152198	26187137	-0.0001702444357241841
NFKB1	chr4	102501331	102617302	-0.07936724775730437
NFKB2	chr10	102394110	102402524	-0.0006966712971070071
NFX1	chr9	33290512	33371157	-0.08977454922074052
NGB	chr14	77265483	77271312	-0.0869916729804872
NGDN	chr14	23469689	23509862	-0.0044984535589549495
NGF	chr1	115285917	115338249	0.0002546202242965676
NGFR	chr17	49495293	49515008	0.07535126543253585
NHLH2	chr1	115836377	115843917	0.0002546202242965676
NIBAN1	chr1	184790724	184974508	-0.0004366405930479371
NIFK	chr2	121726945	121736911	-0.00015634009817526003
NIN	chr14	50719763	50831121	-0.00889636089853597
NINJ1	chr9	93121496	93134251	-0.002214471468870328
NIPSNAP1	chr22	29554808	29581327	0.00019704791692216856
NIPSNAP3A	chr9	104747683	104760120	0.0002732261691292298
NKAPD1	chr11	112074086	112085150	-0.00712746846657141
NKAPL	chr6	28259297	28260958	0.00010059273239843745
NKRF	chrX	119588337	119606443	
NKX2-1	chr14	36516392	36521149	-0.005458685290380866
NKX2-3	chr10	99532942	99536524	-0.00031275390490111805
NKX2-4	chr20	21395365	21397526	-0.0004207955747306463
NKX2-8	chr14	36580004	36582614	-0.005458685290380866
NKX3-1	chr8	23678697	23682938	6.150810544858858e-05
NLE1	chr17	35128730	35142304	0.0967543444528365
NLGN3	chrX	71144831	71171201	
NLRC5	chr16	56989485	57083531	0.0026440657695812153
NLRP1	chr17	5499427	5619424	-0.09502533670864402
NLRP11	chr19	55785397	55836800	-0.02127600088982327
NLRP2	chr19	54953130	55001142	-0.00653054565063833
NLRP3	chr1	247416156	247449108	0.13960872772036745
NLRP5	chr19	55999726	56061810	-0.02127600088982327
NLRP6	chr11	278365	285359	0.004814412165801134
NLRP7	chr19	54923509	54966312	-0.00653054565063833
NLRP9	chr19	55708438	55738402	-0.02127600088982327
NMB	chr15	84655129	84658563	-0.000611215282787413
NME1	chr17	51153536	51162428	0.06138244893997961
NMNAT1	chr1	9943428	9985501	0.0021068366157584563
NMU	chr4	55595229	55636698	-0.10385182409368528
NNAT	chr20	37521206	37523690	-0.00019598363105757823
NOA1	chr4	56963350	56977606	-0.09515876225538379
NOC3L	chr10	94333226	94362959	-8.53649829551621e-05
NOD1	chr7	30424527	30478784	-7.848620646750028e-05
NOD2	chr16	50693588	50734041	0.0015930165906617704
NODAL	chr10	70431936	70447951	0.00031105841972587744
NOL4	chr18	33851100	34224952	-0.03381473962030213
NOL4L	chr20	32443059	32585074	-0.0003080128710065813
NOLC1	chr10	102152176	102163871	-0.0006966712971070071
NOM1	chr7	156949712	156973176	
NOMO3	chr16	16232528	16294811	0.0013526902526049963
NONO	chrX	71283192	71301168	
NOP2	chr12	6556863	6568691	-0.067834381043737
NOP58	chr2	202265736	202303661	0.016602107157850505
NORAD	chr20	36045618	36051018	-0.00019598363105757823
NOS1	chr12	117208142	117452170	0.00017329537330035345
NOS1AP	chr1	162069691	162370475	-0.023969194630851873
NOS2	chr17	27756766	27800529	-8.797099307625445e-05
NOS3	chr7	150991017	151014588	-3.2155516831104314e-05
NOSTRIN	chr2	168786539	168865514	3.715584279173508e-05
NOTCH1	chr9	136494433	136546048	0.14757171828843765
NOTCH2	chr1	119911553	120100779	0.0004990616359780521
NOTCH2NLA	chr1	146146203	146229026	0.0004990616359780521
NOTCH3	chr19	15159038	15200995	0.008840247738418376
NOTCH4	chr6	32194843	32224067	5.351353544756713e-05
NOVA1	chr14	26443090	26598033	-0.004081637882656571
NOX1	chrX	100843324	100874359	
NOX4	chr11	89324353	89498187	-0.001708139029617144
NPAS4	chr11	66421004	66426707	0.011935176169608616
NPAT	chr11	108157215	108222638	-0.01061669625336271
NPC1	chr18	23506184	23586506	-0.03381473962030213
NPC1L1	chr7	44512535	44541315	0.0002773504219891991
NPFFR2	chr4	72031804	72148067	-0.08953452306266499
NPM3	chr10	101781325	101783413	-0.0006966712971070071
NPNT	chr4	105894775	106004027	-0.07936724775730437
NPPA	chr1	11845709	11848345	0.0011102918490641844
NPPB	chr1	11857464	11858945	0.0011102918490641844
NPPC	chr2	231921809	231926396	0.03235524370282734
NPR1	chr1	153678688	153693992	0.0033458577655039426
NPR3	chr5	32689070	32791724	0.002921602584131437
NPSR1	chr7	34658218	34878332	-7.848620646750028e-05
NPTN	chr15	73560014	73634134	0.0003296311294962174
NPTX2	chr7	98617285	98629869	0.0033934197286916647
NPY1R	chr4	163323962	163344832	-0.0010026307342515081
NPY2R	chr4	155208636	155217078	-0.0010026307342515081
NQO1	chr16	69706996	69726668	0.023749211551335886
NQO2	chr6	2987987	3028869	-2.7001233954606018e-05
NR0B1	chrX	30304206	30309390	
NR0B2	chr1	26911489	26913975	0.000777844687109851
NR1H2	chr19	50329653	50383388	0.00023390334743419146
NR1H3	chr11	47248300	47269033	0.0005550965363730477
NR1H4	chr12	100473708	100564414	2.6482969706054517e-05
NR1I2	chr3	119780484	119818485	-0.0004695229025423783
NR1I3	chr1	161229666	161238302	-0.026093719491998346
NR2C2	chr3	14947584	15053600	-0.12985314947077853
NR2E3	chr15	71792638	71818259	0.0005011003574818951
NR2F1	chr5	93583222	93594611	0.0007951827129060911
NR3C1	chr5	143277931	143435512	-7.430581050845983e-05
NR3C2	chr4	148078762	148444698	-0.002289617241669375
NR4A1	chr12	52022832	52059507	-7.851452747788239e-05
NR4A3	chr9	99821855	99866891	0.0002732261691292298
NR5A1	chr9	124481236	124507420	0.027767993957379063
NR5A2	chr1	200027614	200177420	4.5618617177241594e-05
NR6A1	chr9	124517275	124771311	0.027767993957379063
NRAS	chr1	114704469	114716771	0.00032075283169663744
NRDE2	chr14	90267860	90331969	-0.0869916729804872
NREP	chr5	111662621	111997464	0.0011284047209025895
NRF1	chr7	129611720	129757082	3.6567375335077536e-05
NRIP1	chr21	14961235	15065936	-0.0004919134136229591
NRK	chrX	105822539	105958610	
NRN1	chr6	5997999	6007605	-2.7001233954606018e-05
NRP1	chr10	33177492	33336262	-0.001017365306644463
NRP2	chr2	205681990	205798133	0.03326563509131389
NRROS	chr3	196639694	196662004	0.000273025900581927
NRSN1	chr6	24126186	24154900	0.00019662951581001786
NRSN2	chr20	346782	359660	-0.0014900675207223041
NRXN2	chr11	64606174	64723197	0.003685000769892627
NSD2	chr4	1871393	1982207	-0.13543776502304397
NSUN2	chr5	6599239	6633291	0.005386741082788252
NSUN5	chr7	73302516	73308826	0.0013359829688630546
NT5C2	chr10	103088017	103193306	-0.0009113920687774904
NT5DC2	chr3	52524385	52535054	-0.03990214767310227
NT5DC3	chr12	103770453	103841234	2.4294260196879936e-05
NT5E	chr6	85449584	85495791	0.011931072450950287
NTF3	chr12	5432108	5521536	-0.05197670831832469
NTMT1	chr9	129608884	129636131	0.05472078756268738
NTN1	chr17	9021510	9244000	-0.011612086230343648
NTN4	chr12	95657807	95791152	2.240002122937098e-05
NTNG2	chr9	132161676	132244526	0.08989715278363561
NTPCR	chr1	232950605	232983882	0.1126137462508947
NTRK1	chr1	156815640	156881850	7.442554915724541e-05
NTRK2	chr9	84668551	85027070	-0.012662156586271723
NTS	chr12	85874295	85882992	2.240002122937098e-05
NTSR1	chr20	62708836	62762771	-0.00017165610921548544
NTSR2	chr2	11658178	11670195	0.000914035748314104
NUAK2	chr1	205302063	205321760	0.00021408951442403176
NUCB2	chr11	17208153	17349980	0.00039305162882094546
NUDCD1	chr8	109240919	109334118	0.003194944585899933
NUDCD2	chr5	163446526	163460102	-0.00665117178142286
NUDT1	chr7	2242222	2251146	-4.729841684267593e-05
NUDT16L1	chr16	4693694	4695859	0.004755963562036013
NUDT21	chr16	56429133	56452199	0.0026440657695812153
NUFIP2	chr17	29255839	29294148	0.00038603625037614704
NUMA1	chr11	72002864	72080693	0.0005359031344942022
NUMB	chr14	73275107	73458617	-0.07266452118779655
NUP107	chr12	68686951	68745809	0.00011380248588039864
NUP153	chr6	17615035	17706834	0.00013478833979989235
NUP214	chr9	131125586	131234663	0.08989715278363561
NUP62	chr19	49906825	49929763	0.00023390334743419146
NUP93	chr16	56730118	56850286	0.0026440657695812153
NUP98	chr11	3671083	3797792	0.0011608171382036139
NUSAP1	chr15	41320794	41381050	0.0026748072224950254
NUTF2	chr16	67846923	67872567	0.009100296179279464
NVL	chr1	224227334	224330189	0.03443925606753613
NXF1	chr11	62792123	62806302	0.0010815157196392648
NXF3	chrX	103075810	103093143	
NXN	chr17	799310	979776	-0.09771096176374078
NXPH2	chr2	138669157	138780390	-3.542801878991141e-05
NXPH4	chr12	57216794	57226449	0.00017640539255839936
NXT2	chrX	109535781	109544690	
NYX	chrX	41447434	41475710	
OAS1	chr12	112906783	112933222	0.00017329537330035345
OAS3	chr12	112938444	112973251	0.00017329537330035345
OBP2A	chr9	135546139	135549969	0.1262471458481143
OCLN	chr5	69492292	69558104	0.0003661442890861914
OCM2	chr7	97984684	97991169	0.0033934197286916647
OCRL	chrX	129539849	129592561	
ODF2L	chr1	86346824	86396342	0.00042704823914014586
ODR4	chr1	186375838	186421378	-6.551313756498472e-05
OGDH	chr7	44606572	44709066	0.0002773504219891991
OGFR	chr20	62804835	62814000	-0.00017165610921548544
OGG1	chr3	9749944	9788219	-0.15802454912626523
OGT	chrX	71533104	71575892	
OIT3	chr10	72893584	72933036	0.00019179728085799943
OLA1	chr2	174072447	174248599	2.7187785413258078e-05
OLFM1	chr9	135075422	135121179	0.1262471458481143
OLFM2	chr19	9853718	9936552	0.010294009387855
OLFML3	chr1	113979391	114035572	0.00032075283169663744
OLIG1	chr21	33070141	33072413	-0.0004919134136229591
OLIG2	chr21	33025935	33029196	-0.0004919134136229591
OLR1	chr12	10158301	10172138	-0.05243142402801554
ONECUT3	chr19	1753506	1780988	0.0006555979932898493
OPALIN	chr10	96343221	96359365	-0.00013691491743080773
OPN1LW	chrX	154144243	154159032	
OPRD1	chr1	28812142	28871267	0.0014289949103799284
OPRK1	chr8	53225716	53251697	5.9424233657386705e-05
OPRL1	chr20	64080082	64100643	
OPRM1	chr6	154010496	154246867	0.00887087449816526
OPRPN	chr4	70397931	70410195	-0.09515876225538379
OPTN	chr10	13099449	13138308	-0.012873963989598081
ORAI2	chr7	102433106	102456825	0.00022043217152534913
ORAI3	chr16	30949068	30956461	0.0007675638341198598
ORC6	chr16	46689643	46698394	0.0011365189923910432
OSBP2	chr22	30693782	30907824	-0.00016659799599544025
OSCP1	chr1	36415827	36450451	0.020848399463453394
OSGIN1	chr16	83931311	83966332	0.028847593346476106
OSGIN2	chr8	89901849	89927888	0.000569577304024539
OSM	chr22	30262829	30266851	-0.00016659799599544025
OSR2	chr8	98944403	98952104	0.0010538214892235856
OTOF	chr2	26457203	26558698	0.0007906445295729718
OTUB1	chr11	63985853	64001811	0.0017269024335820778
OTX2	chr14	56799905	56816693	-0.017738258942879087
OVOL2	chr20	17956979	18059188	-0.0004207955747306463
OXER1	chr2	42762481	42764261	0.00031110884704675125
OXSM	chr3	25782917	25794534	-0.11101832035667686
OXSR1	chr3	38165089	38255484	-0.07944780010754804
OXTR	chr3	8750408	8769628	-0.15802454912626523
P2RX1	chr17	3896592	3916476	-0.09339503926227377
P2RX3	chr11	57338352	57372396	0.000636943795567946
P2RX4	chr12	121209857	121234106	0.0006123650542522869
P2RX7	chr12	121132819	121188032	0.0006123650542522869
P2RY1	chr3	152835131	152841439	0.00020313163958505227
P2RY12	chr3	151337380	151384812	0.00020313163958505227
P2RY13	chr3	151326312	151329549	0.00020313163958505227
P2RY14	chr3	151212117	151278542	0.00010377308115007898
P2RY2	chr11	73218298	73236352	0.0005359031344942022
P2RY6	chr11	73264505	73298617	0.0005359031344942022
P4HA1	chr10	73007217	73096974	0.00019179728085799943
P4HA3	chr11	74235801	74311640	9.71009611571417e-05
P4HB	chr17	81843161	81860624	0.009892477408176966
P4HTM	chr3	48989889	49007153	-0.03629245268400803
PABPC1L	chr20	44910062	44959035	-0.0001576837495814946
PABPC4	chr1	39560816	39576790	0.04020297401217017
PACC1	chr1	212363931	212414901	0.012707105603331733
PADI2	chr1	17066761	17119451	0.0005035449590357965
PADI4	chr1	17308195	17364004	0.0005035449590357965
PAEP	chr9	135561756	135566955	0.14757171828843765
PAGE4	chrX	49829260	49834264	
PAH	chr12	102836889	102958410	2.4294260196879936e-05
PAIP2	chr5	139341587	139369720	0.00034501102998870276
PAK1	chr11	77321707	77474635	-0.00024814774910539056
PAK1IP1	chr6	10694972	10709782	-0.00014473675024242463
PAK2	chr3	196739857	196832647	0.000273025900581927
PAK4	chr19	39125770	39182816	2.5862359169178974e-05
PALB2	chr16	23603160	23641310	0.0009617560218162
PALLD	chr4	168497052	168928457	-0.0004724715012503752
PALMD	chr1	99646113	99694541	0.0005739060561435618
PAM	chr5	102753981	103031105	0.0007951827129060911
PANK2	chr20	3888839	3929882	-0.0013010007569408417
PANX1	chr11	94128841	94181968	-0.001708139029617144
PANX2	chr22	50170731	50180295	-0.0004463302749011595
PANX3	chr11	124611428	124620356	-0.00449460763659401
PAPPA	chr9	116153791	116402321	0.012185361668547109
PAPPA2	chr1	176463171	176845601	-0.0023899609050197826
PAPSS1	chr4	107590276	107720234	-0.07936724775730437
PARD3	chr10	34109560	34815325	-0.001017365306644463
PARK7	chr1	7954291	7985505	0.0021068366157584563
PARM1	chr4	74933095	75050115	-0.08953452306266499
PARP1	chr1	226360691	226408093	0.07395991750218409
PARP11	chr12	3791047	3873448	-0.05197670831832469
PARP15	chr3	122577628	122639047	-7.295421950521448e-05
PARP3	chr3	51942345	51948867	-0.0392042182116494
PART1	chr5	60487713	60548813	0.0009127546266015542
PASD1	chrX	151563675	151676739	
PAWR	chr12	79574979	79690964	3.762811691452807e-05
PAX1	chr20	21705659	21718486	-0.0004207955747306463
PAX2	chr10	100735603	100829941	-0.00031275390490111805
PAX3	chr2	222199888	222298996	0.05646305699567348
PAX5	chr9	36833269	37034268	-0.04108948254634385
PAX6	chr11	31784779	31817961	0.0004973024510201649
PAX7	chr1	18630846	18748866	0.0005035449590357965
PAX8	chr2	113215997	113278921	-0.0001850725697362206
PBDC1	chrX	76173040	76178314	
PBK	chr8	27809624	27838082	0.0001365661769422252
PBLD	chr10	68282660	68333049	6.351525282950847e-05
PBX1	chr1	164555584	164899296	-0.023969194630851873
PBX3	chr9	125747345	125967377	0.027767993957379063
PBXIP1	chr1	154944076	154956123	0.0009447256351256569
PC	chr11	66848417	66958386	0.009529436209786047
PCA3	chr9	76691980	76863307	-0.012662156586271723
PCAT1	chr8	126556323	127419050	0.010706999873066765
PCBD1	chr10	70882280	70888565	0.00031105841972587744
PCBD2	chr5	134905120	135007959	0.0013490207609171442
PCBP3	chr21	45643694	45942454	-0.0004919134136229591
PCCB	chr3	136250340	136337896	-4.961949320535454e-05
PCDH10	chr4	133149294	133208606	-0.009430828969627918
PCDH11X	chrX	91779261	92623230	
PCDH11Y	chrY	5000226	5742224	
PCDH17	chr13	57631744	57729311	-0.011062722026995882
PCDH18	chr4	137518918	137532494	-0.009430828969627918
PCDH20	chr13	61409685	61415522	-0.009424855004045435
PCDH8	chr13	52842889	52848641	-0.011062722026995882
PCDHA1	chr5	140786136	141012347	3.4528084362653004e-05
PCDHA2	chr5	140794852	141012347	3.4528084362653004e-05
PCDHA4	chr5	140806929	141012347	3.4528084362653004e-05
PCDHA9	chr5	140847463	141012344	3.4528084362653004e-05
PCDHB14	chr5	141222932	141227759	3.4528084362653004e-05
PCGEM1	chr2	192749845	192776899	0.000960426168522652
PCID2	chr13	113177536	113208715	-0.0045872845668024
PCK1	chr20	57561080	57568121	-0.00017165610921548544
PCNA	chr20	5114953	5126626	-0.0005827689728791822
PCNX3	chr11	65615773	65637439	0.007507225461540621
PCSK1	chr5	96390333	96434143	0.0007951827129060911
PCSK9	chr1	55039447	55064852	0.011277118241627561
PDCD1	chr2	241849884	241858894	
PDCD10	chr3	167683298	167734939	0.00022161827416828826
PDCD1LG2	chr9	5510531	5571282	-0.11639345456569233
PDCD2L	chr19	34404399	34426168	6.731691575353827e-05
PDCD4	chr10	110871795	110900006	-0.0034312916843590516
PDCD6	chr5	271621	314974	0.008541772995529861
PDCD6IP	chr3	33798571	33869707	-0.09406176749711218
PDE10A	chr6	165327287	165988078	0.002697462043891199
PDE2A	chr11	72576141	72674591	0.0005359031344942022
PDE3A	chr12	20369245	20684381	-0.019128248055308644
PDE4A	chr19	10416773	10469630	0.02192428639306544
PDE4B	chr1	65792514	66374579	0.0021664898695518847
PDE4DIP	chr1	148808181	149048286	0.0015460100015327032
PDE5A	chr4	119494397	119628804	-0.02999896749594418
PDE6H	chr12	14973042	14981865	-0.019128248055308644
PDE7B	chr6	135851701	136195574	0.0291946762571223
PDGFA	chr7	497258	520296	-4.729841684267593e-05
PDGFB	chr22	39223359	39244982	-0.0017559965505127546
PDGFC	chr4	156760454	156971799	-0.0010026307342515081
PDGFD	chr11	103907189	104164379	-0.007125414384012746
PDGFRA	chr4	54229280	54298245	-0.10385182409368528
PDGFRB	chr5	150113839	150155872	-0.0005962277913897806
PDGFRL	chr8	17576433	17644071	-0.0002917252353298664
PDHA1	chrX	19343893	19361718	
PDHB	chr3	58427630	58433857	-0.034581866126714336
PDIA2	chr16	283152	287215	0.013170713413434622
PDIA3	chr15	43746410	43773278	0.003103282238128842
PDIA4	chr7	149003062	149028662	-3.2155516831104314e-05
PDK1	chr2	172555373	172608669	2.7187785413258078e-05
PDLIM2	chr8	22578279	22598025	-6.835300857451329e-05
PDLIM4	chr5	132257696	132273454	0.0028060040347154002
PDPK1	chr16	2537979	2603188	0.004755963562036013
PDPN	chr1	13583465	13617957	0.000641076214575656
PDX1	chr13	27920000	27926313	-0.028512742914652448
PDXDC1	chr16	14974591	15139339	0.0013526902526049963
PDYN	chr20	1978757	1994285	-0.0014900675207223041
PDZD4	chrX	153802166	153830565	
PDZD7	chr10	101007679	101032295	-0.0006966712971070071
PDZK1	chr1	145670852	145708148	0.0004990616359780521
PEA15	chr1	160205337	160215376	-0.017348570493744556
PEBP4	chr8	22713251	23000000	-6.835300857451329e-05
PECAM1	chr17	64319415	64413776	0.0006450976308161934
PEF1	chr1	31629866	31644896	0.002703013181809804
PEG10	chr7	94656325	94669695	0.01237720993829814
PELO	chr5	52787916	52804044	0.0015596860181587495
PELP1	chr17	4669774	4704337	-0.09339503926227377
PENK	chr8	56436674	56446671	5.9424233657386705e-05
PEPD	chr19	33386950	33521791	6.731691575353827e-05
PER1	chr17	8140472	8156506	-0.011612086230343648
PER2	chr2	238244044	238290102	
PER3	chr1	7784320	7845177	0.0037400227849095987
PFKFB3	chr10	6144934	6254644	-0.032771326480445666
PFKP	chr10	3066333	3137718	-0.032771326480445666
PGA3	chr11	61203307	61213098	0.0007399777444848059
PGAM5	chr12	132710819	132722734	
PGAP1	chr2	196833004	196927796	0.000960426168522652
PGAP2	chr11	3797724	3826371	0.0011608171382036139
PGBD1	chr6	28281572	28302549	0.00010059273239843745
PGD	chr1	10398592	10420511	0.0021068366157584563
PGF	chr14	74941834	74955626	-0.08500630126655599
PGGT1B	chr5	115204012	115262877	0.0011284047209025895
PGK1	chrX	77910739	78129295	
PGM1	chr1	63593411	63660245	0.0021664898695518847
PGR	chr11	101029624	101129813	-0.007125414384012746
PHB	chr17	49404049	49414905	0.07535126543253585
PHB2	chr12	6965327	6970753	-0.06950850039127196
PHETA1	chr12	111360651	111369121	2.481329132138371e-06
